,inf,per1,per3,pred,right,equals
22351,доверяться,доверяюсь,доверяется,1,1,True
22352,силосовать,силосую,силосует,2,2,True
22353,выпучить,выпучу,выпучит,4,4,True
22354,соригинальничать,соригинальничаю,соригинальничает,1,1,True
22355,обскоблить,обскоблю,обскоблит,4,4,True
22356,калечить,калечу,калечит,4,4,True
22357,метить,мечу,метит,4,4,True
22358,приветить,привечу,приветит,4,4,True
22359,горлопанить,горлопаню,горлопанит,4,4,True
22360,размытарить,размытарю,размытарит,4,4,True
22361,прифабриться,прифабрюсь,прифабрится,4,4,True
22362,подпечься,подпекусь,подпечётся,8к,8к,True
22363,эпатировать,эпатирую,эпатирует,2,2,True
22364,уплыть,уплыву,уплывёт,16,16,True
22365,удовлетворяться,удовлетворяюсь,удовлетворяется,1,1,True
22366,распороть,распорю,распорет,10ор,10ор,True
22367,раззадориться,раззадорюсь,раззадорится,4,4,True
22368,иллюминировать,иллюминирую,иллюминирует,2,2,True
22369,умерщвлять,умерщвляю,умерщвляет,1,1,True
22370,застревать,застреваю,застревает,1,1,True
22371,завшиветь,завшивею,завшивеет,1,1,True
22372,досягнуть,досягну,досягнёт,3,3,True
22373,всклокочиться,всклокочусь,всклокочится,4,4,True
22374,толстить,толщу,толстит,4,4,True
22375,слетаться,слетаюсь,слетается,1,1,True
22376,взлететь,взлечу,взлетит,5,5,True
22377,остолбенеть,остолбенею,остолбенеет,1,1,True
22378,статься,станусь,станется,15,15,True
22379,защипать,защипаю,защипает,1,6,False
22380,взбудораживаться,взбудораживаюсь,взбудораживается,1,1,True
22381,попросохнуть,попросохну,попросохнет,3,3,True
22382,пригождаться,пригождаюсь,пригождается,1,1,True
22383,покручивать,покручиваю,покручивает,1,1,True
22384,возревновать,возревную,возревнует,2,2,True
22385,простираться,простираюсь,простирается,1,1,True
22386,дотянуться,дотянусь,дотянется,3,3,True
22387,понабрать,понаберу,понаберёт,6,6,True
22388,опаляться,опаляюсь,опаляется,1,1,True
22389,постыдиться,постыжусь,постыдится,4,4,True
22390,выбивать,выбиваю,выбивает,1,1,True
22391,рассредоточивать,рассредоточиваю,рассредоточивает,1,1,True
22392,смягчить,смягчу,смягчит,4,4,True
22393,заменять,заменяю,заменяет,1,1,True
22394,бутузить,бутужу,бутузит,4,4,True
22395,отступать,отступаю,отступает,1,1,True
22396,поддаваться,поддаюсь,поддаётся,13,13,True
22397,обворовывать,обворовываю,обворовывает,1,1,True
22398,забрызгать,забрызгаю,забрызгает,1,1,True
22399,облинять,облиняю,облиняет,1,1,True
22400,сосредоточиться,сосредоточусь,сосредоточится,4,4,True
22401,прорываться,прорываюсь,прорывается,1,1,True
22402,брякать,брякаю,брякает,1,1,True
22403,окаймить,окаймлю,окаймит,4,4,True
22404,реформировать,реформирую,реформирует,2,2,True
22405,синтезировать,синтезирую,синтезирует,2,2,True
22406,напоганить,напоганю,напоганит,4,4,True
